word,translation,category,subcategory,difficulty,wordType,definition,definitionZh,exampleSentence,exampleSentenceZh,tags,tagsZh
"attain","达到，获得;遂愿;经过努力到达某事物; 获得;到达;达到，实现; 达到;获得;到达","various","","intermediate","noun","A word meaning: 达到","达到","","","noun","名词"
"attempt","试图，尝试 企图，努力","various","","intermediate","noun","A word meaning: 试图","试图","","","noun","名词"
"attend","看护，照料，服侍；出席，参加","numbers","","intermediate","noun","A word meaning: 看护","看护","","","noun","名词"
"attention","注意，关心","numbers","","advanced","noun","A word meaning: 注意","注意","","","noun","名词"
"attitude","态度，看法","various","","intermediate","noun","A word meaning: 态度","态度","","","noun","名词"
"attract","吸引，引起","various","","intermediate","noun","A word meaning: 吸引","吸引","","","noun","名词"
"attraction","吸引，爱慕","various","","advanced","noun","A word meaning: 吸引","吸引","","","noun","名词"
"attractive","迷人的，有吸引力的","various","","advanced","adjective","A word meaning: 迷人的","迷人的","","","adjective","形容词"
"audience","观众，听众","various","","intermediate","noun","A word meaning: 观众","观众","","","noun","名词"
"aunt","伯母；舅母；婶；姑；姨","family","","beginner","noun","A word meaning: 伯母","伯母","","","noun","名词"
"authentic","真正的，真品的","animals","","advanced","adjective","A word meaning: 真正的","真正的","","","adjective","形容词"
"author","作者，作家","various","","intermediate","noun","A word meaning: 作者","作者","","","noun","名词"
"authority","权力","various","","advanced","noun","A word meaning: 权力","权力","","","noun","名词"
"automatic","自动的，机械的","various","","advanced","adjective","A word meaning: 自动的","自动的","","","adjective","形容词"
"autonomous","自治的;有自主权的;[生，植]自发的","various","","advanced","adjective","A word meaning: 自治的","自治的","","","adjective","形容词"
"autumn","秋天，秋季","nature","","intermediate","noun","A word meaning: 秋天","秋天","","","noun","名词"
"available","可获得的，有空的","various","","advanced","adjective","A word meaning: 可获得的","可获得的","","","adjective","形容词"
"avenue","大道","various","","intermediate","noun","A word meaning: 大道","大道","","","noun","名词"
"average","平均；普通的 平均数","various","","intermediate","adjective","A word meaning: 平均","平均","","","adjective","形容词"
"avoid","避免，躲开，逃避","various","","beginner","noun","A word meaning: 避免","避免","","","noun","名词"
"awake(awoke","awoken)","actions-verbs","","advanced","noun","A word meaning: awoken)","awoken)","","","noun","名词"
"award","奖品，奖励","various","","beginner","noun","A word meaning: 奖品","奖品","","","noun","名词"
"aware","知道，意识到，发觉","various","","beginner","noun","A word meaning: 知道","知道","","","noun","名词"
"away","离开；远离","various","","beginner","noun","A word meaning: 离开","离开","","","noun","名词"
"awesome","令人惊叹","various","","intermediate","noun","A word meaning: 令人惊叹","令人惊叹","","","noun","名词"
"awful","很坏的，极讨厌的","various","","beginner","adjective","A word meaning: 很坏的","很坏的","","","adjective","形容词"
"awkward","令人尴尬","various","","intermediate","noun","A word meaning: 令人尴尬","令人尴尬","","","noun","名词"
"baby","婴儿","family","","beginner","noun","A word meaning: 婴儿","婴儿","","","noun","名词"
"bachelor","未婚男子，单身汉","various","","intermediate","noun","A word meaning: 未婚男子","未婚男子","","","noun","名词"
"back","回（原处）；向后 后面的 后部；背","body","","beginner","adjective","A word meaning: 回（原处）","回（原处）","","","adjective","形容词"
"background","背景","body","","advanced","noun","A word meaning: 背景","背景","","","noun","名词"
"backward(s)","向后","body","","advanced","noun","A word meaning: 向后","向后","","","noun","名词"
"bacon","培根;腊肉;熏猪肉;咸猪肉","food","meat","beginner","noun","A word meaning: 培根","培根","","","noun","名词"
"bacterium(pl bacteria)","细菌","various","","advanced","noun","A word meaning: 细菌","细菌","","","noun","名词"
"bad(worse","worst)","various","","advanced","noun","A word meaning: worst)","worst)","","","noun","名词"
"badminton","羽毛球","various","","advanced","noun","A word meaning: 羽毛球","羽毛球","","","noun","名词"
"bag","书包；提包；袋子","food","","beginner","noun","A word meaning: 书包","书包","","","noun","名词"
"baggage","行李","various","","intermediate","noun","A word meaning: 行李","行李","","","noun","名词"
"bakery","面包房，面包店;烘烤食品;（面包、糕点等的总称）","various","","intermediate","adjective","A word meaning: 面包房","面包房","","","adjective","形容词"
"balance","平衡","various","","intermediate","noun","A word meaning: 平衡","平衡","","","noun","名词"
"balcony","阳台；楼座","various","","intermediate","noun","A word meaning: 阳台","阳台","","","noun","名词"
"ball","球 舞会","various","","beginner","noun","A word meaning: 球 舞会","球 舞会","","","noun","名词"
"ballet","芭蕾舞","various","","intermediate","noun","A word meaning: 芭蕾舞","芭蕾舞","","","noun","名词"
"balloon","气球","various","","intermediate","noun","A word meaning: 气球","气球","","","noun","名词"
"bamboo","竹","nature","plants","intermediate","noun","A word meaning: 竹","竹","","","noun","名词"
"ban","禁令 禁止；取缔","food","","beginner","noun","A word meaning: 禁令 禁止","禁令 禁止","","","noun","名词"
"banana","香蕉","food","fruits","intermediate","noun","A word meaning: 香蕉","香蕉","","","noun","名词"
"band","乐队","family","","beginner","noun","A word meaning: 乐队","乐队","","","noun","名词"
"bandage","绷带","various","","intermediate","noun","A word meaning: 绷带","绷带","","","noun","名词"
"bank","（河海湖的）岸，堤 银行","various","","beginner","adjective","A word meaning: （河海湖的）岸","（河海湖的）岸","","","adjective","形容词"
"bar","条（长方）块，棒，横木 买酒柜台；酒吧","various","","beginner","noun","A word meaning: 条（长方）块","条（长方）块","","","noun","名词"
"barbecue","烤肉野餐","various","","intermediate","noun","A word meaning: 烤肉野餐","烤肉野餐","","","noun","名词"
"barber","（为男人理发）理发师","various","","intermediate","noun","A word meaning: （为男人理发）理发师","（为男人理发）理发师","","","noun","名词"
"barbershop","<尤美>理发店;理发店四重唱","various","","advanced","noun","A word meaning: <尤美>理发店","<尤美>理发店","","","noun","名词"
"bare","裸露的，光秃秃的","various","","beginner","adjective","A word meaning: 裸露的","裸露的","","","adjective","形容词"
"bargain","成交的商品；廉价货 讨价还价","various","","intermediate","adjective","A word meaning: 成交的商品","成交的商品","","","adjective","形容词"
"bark","狗叫 狗叫声","various","","beginner","noun","A word meaning: 狗叫 狗叫声","狗叫 狗叫声","","","noun","名词"
"barrier","屏障，障碍，关卡","various","","intermediate","noun","A word meaning: 屏障","屏障","","","noun","名词"
"base","根据地，基地（棒球）垒","various","","beginner","adverb","A word meaning: 根据地","根据地","","","adverb","副词"
"baseball","棒球","various","","intermediate","noun","A word meaning: 棒球","棒球","","","noun","名词"
"basement","地下室","various","","intermediate","noun;adverb","A word meaning: 地下室","地下室","","","noun;adverb","名词;副词"
"basic","基本的","various","","beginner","adjective","A word meaning: 基本的","基本的","","","adjective","形容词"
"basin","水盆，脸盆","various","","beginner","noun","A word meaning: 水盆","水盆","","","noun","名词"
"basis","原因，缘由，要素","various","","beginner","noun","A word meaning: 原因","原因","","","noun","名词"
"basket","篮子","various","","intermediate","noun","A word meaning: 篮子","篮子","","","noun","名词"
"basketball","篮球","various","","advanced","noun","A word meaning: 篮球","篮球","","","noun","名词"
"bat","（棒球、板球的）球棒 蝙蝠","animals","mammals","beginner","adjective","A word meaning: （棒球、板球的）球棒 蝙蝠","（棒球、板球的）球棒 蝙蝠","","","adjective","形容词"
"bath","洗澡；浴室；澡盆","animals","mammals","beginner","noun","A word meaning: 洗澡","洗澡","","","noun","名词"
